filename,width,height,class,xmin,ymin,xmax,ymax
IMG-20230221-WA0083_jpg.rf.76860b0687c3e9395dd779d5ffd226f8.jpg,640,640,happy,183,127,466,420
happy43_jpg.rf.76fa0ca4828450e8f12a53a6e6905ea9.jpg,640,640,happy,106,27,608,485
IMG-20230306-WA0030_jpg.rf.772c5f643c5b285127a6436b2c97a12e.jpg,640,640,happy,5,94,122,308
IMG-20230306-WA0030_jpg.rf.772c5f643c5b285127a6436b2c97a12e.jpg,640,640,happy,130,124,287,331
IMG-20230306-WA0030_jpg.rf.772c5f643c5b285127a6436b2c97a12e.jpg,640,640,happy,330,86,465,265
IMG-20230306-WA0030_jpg.rf.772c5f643c5b285127a6436b2c97a12e.jpg,640,640,happy,510,23,640,245
happy-65_jpg.rf.77036b828a0319946b0d011c439a15e6.jpg,640,640,happy,195,200,577,416
Sad59_jpg.rf.789e9988ec2ef6124e121144c726ebb9.jpg,640,640,sad,222,200,584,457
IMG-20230308-WA0023_jpg.rf.78cd993e8f8264e3bca2c2ef46e36cf8.jpg,640,640,sad,113,113,593,623
IMG-20230302-WA0032_jpg.rf.77c68898e6e57ff5c6f14b67eb7973e6.jpg,640,640,happy,140,0,489,374
IMG-20230220-WA0029_jpg.rf.772df19882630226c096998e9bf00491.jpg,640,640,sad,51,0,413,325
IMG-20230308-WA0036_jpg.rf.795aed92525a4b8dc7d72f07a08100b6.jpg,640,640,happy,152,192,631,640
IMG-20230221-WA0109-1-_jpg.rf.77d9ba6f3513f74e18dab1012596937a.jpg,640,640,sad,128,0,541,484
20230307_180404_jpg.rf.79d4177b20e9245ace0a693396c1e440.jpg,640,640,happy,146,93,502,523
20230317_115642_jpg.rf.781483e2e40289a83c681f87ce4ab51e.jpg,640,640,sad,244,56,432,358
IMG-20230221-WA0036_jpg.rf.797c8bd677a7995215dafe3dd8030ada.jpg,640,640,happy,120,6,456,359
IMG-20230220-WA0039-2-_jpg.rf.7897dcfb094d7ab51ac4e091a1b3c0ad.jpg,640,640,happy,169,13,478,416
IMG-20230221-WA0030_jpg.rf.77a831353ad3bd855ebe8145b9811d56.jpg,640,640,happy,153,14,578,444
IMG-20230301-WA0019-1-_jpg.rf.79ebae16671eecc90e2b572372f2df27.jpg,640,640,sad,76,7,468,353
IMG-20230302-WA0021_jpg.rf.785a4416dc8ce25ccc4f8c43cf21591a.jpg,640,640,sad,195,47,497,539
20230307_180406_jpg.rf.7a4fe292a69cfd34b02f7274ad35c6fd.jpg,640,640,happy,184,69,466,447
IMG-20230302-WA0029_jpg.rf.7a9de60193fbe39c6f12465d5426208b.jpg,640,640,sad,217,25,462,392
Sad11_jpg.rf.791fd565ab7c42e7301dc7ffae1683a0.jpg,640,640,sad,95,56,507,422
20230317_115628_jpg.rf.799450a2edd06c0e39013bd14cbcbf98.jpg,640,640,happy,170,0,476,348
IMG-20230223-WA0039_jpg.rf.796d95d2a68c0c69787880412719f506.jpg,640,640,sad,142,4,507,518
20230307_180257_jpg.rf.782691932dd5cf15a0ead181ba453fac.jpg,640,640,sad,249,0,559,377
IMG-20230226-WA0037_jpg.rf.783ab7477d13d5ccbeaa081babf45d44.jpg,640,640,sad,39,0,508,437
IMG-20230222-WA0009_jpg.rf.79b4045adb0cea7f71c9b6376937a595.jpg,640,640,happy,97,5,542,513
IMG-20230221-WA0081_jpg.rf.7a614844d074aa0883ea07fe87eb52a9.jpg,640,640,happy,19,66,470,529
IMG-20230303-WA0013_jpg.rf.7b3a18d6658df47e513ed658568ab9d6.jpg,640,640,happy,66,88,508,588
Sad35_jpg.rf.7ba992de49673799970acb0d125e2e11.jpg,640,640,sad,133,70,592,495
IMG-20230220-WA0013_jpg.rf.7b3f56c6de18c48103ff77e21d375bd9.jpg,640,640,happy,133,41,420,341
IMG-20230312-WA0009_jpg.rf.79cf596b004ef3b4b0db28029b05d6af.jpg,640,640,happy,0,28,563,548
IMG-20230306-WA0014_jpg.rf.7baec4405c848727102e34a95251a97e.jpg,640,640,happy,134,0,493,364
IMG-20230221-WA0030_jpg.rf.7be0082293075f03d85b76bf6831ce6b.jpg,640,640,happy,83,19,459,436
IMG-20230305-WA0041_jpg.rf.7e11f0b37c70c78fda5a03bb2b2f4678.jpg,640,640,happy,119,70,452,396
happy21_jpg.rf.7ae514a2ec47c56b4409e70aa14b3fae.jpg,640,640,happy,135,72,526,479
IMG-20230302-WA0010_jpg.rf.7d9f9b39680836a013bc2ae78e1aa571.jpg,640,640,sad,120,7,532,486
IMG-20230308-WA0016_jpg.rf.7e263182a4f80a83b2f4ba21c615a84a.jpg,640,640,sad,141,144,507,521
IMG-20230220-WA0038_jpg.rf.7d3d9bf3c1f2570fad62fd7b94547361.jpg,640,640,happy,237,31,477,370
20230317_115636_jpg.rf.7c1f27f917d6978ed7faf448bf5b8e83.jpg,640,640,happy,147,0,437,323
IMG-20230312-WA0000_jpg.rf.7e7b6dabc8cb5077a472b402a9ac604f.jpg,640,640,sad,16,155,631,604
happy51_jpg.rf.7de5c4198e79b6c911e613bf20d182ff.jpg,640,640,happy,212,209,545,434
happy38_jpg.rf.7f3765d6ec2bc03da4ea0a37be7076a2.jpg,640,640,happy,116,20,562,502
IMG-20230221-WA0057_jpg.rf.7ec04f1bae0dfe918e37a4de1a66c755.jpg,640,640,happy,134,52,441,394
IMG-20230221-WA0076_jpg.rf.7d539d5a871d81a0f83de06e8b78c799.jpg,640,640,happy,171,58,475,378
IMG-20230220-WA0017_jpg.rf.7ee1d74f4bb7c3de5447152d4d44a268.jpg,640,640,happy,133,61,386,243
IMG-20230312-WA0003_jpg.rf.7ae27ea3989c8e90fd8b19a53131b003.jpg,640,640,happy,74,85,636,514
IMG-20230226-WA0038_jpg.rf.7fc62bdf4d7c42be1f5b25ddc530f4e0.jpg,640,640,sad,5,66,258,444
IMG-20230226-WA0038_jpg.rf.7fc62bdf4d7c42be1f5b25ddc530f4e0.jpg,640,640,sad,406,64,640,462
IMG-20230222-WA0004_jpg.rf.7e4973d438c59874b80beaf1717f4fc0.jpg,640,640,happy,77,12,462,491
IMG-20230302-WA0007_jpg.rf.811afbcaa9f4f7685c950854f032a58c.jpg,640,640,happy,136,0,571,543
Sad50_jpg.rf.809972e17e2eda93a947cc2ab512a2a3.jpg,640,640,sad,190,235,522,453
Sad25_jpg.rf.7fbff057074643559f682bf2bd343a5f.jpg,640,640,sad,119,170,490,464
Sad22_jpg.rf.82806d063c70651cfc69a63b3a44029b.jpg,640,640,sad,130,64,444,349
IMG-20230301-WA0012_jpg.rf.832181d4d380b388fcd258fbdb70a3c9.jpg,640,640,happy,153,15,461,305
20230307_180410_jpg.rf.803bc4b33fdc7436ab516c11f2b12ec4.jpg,640,640,happy,103,16,519,448
IMG-20230222-WA0017_jpg.rf.80d42e4f656fba557ec6f06ea342376e.jpg,640,640,happy,0,0,507,550
20230217_124043_jpg.rf.7f731df53aea088469cb310630bbe292.jpg,640,640,happy,59,61,381,277
IMG-20230302-WA0082_jpg.rf.7ef877be3b9b4693425e4a8cba7a29f3.jpg,640,640,sad,137,11,543,579
IMG-20230306-WA0024_jpg.rf.7d977abd854999d46d2b44559e6133fe.jpg,640,640,sad,20,0,539,611
IMG-20230222-WA0019_jpg.rf.813dd775b8498cff88cfe2e5d30dab05.jpg,640,640,sad,156,41,451,420
IMG-20230308-WA0005_jpg.rf.82b5c0ace51845bebd56868602925ec7.jpg,640,640,sad,163,180,436,486
20230317_115633-0-_jpg.rf.7f566f6dd6a6ebfbe6b91a1cfc476244.jpg,640,640,sad,195,1,544,400
IMG-20230220-WA0006_jpg.rf.81bc719baace8c9c56a67886854e6e3b.jpg,640,640,sad,183,0,491,259
IMG-20230303-WA0009_jpg.rf.834a330274ce37daef67509b061aed9c.jpg,640,640,sad,43,145,486,630
IMG-20230303-WA0011_jpg.rf.81e08d1f913e17aad16be159e0be56c9.jpg,640,640,sad,120,104,575,592
IMG-20230302-WA0011_jpg.rf.83c9bc388da9b3ab42647bc8e74481fa.jpg,640,640,sad,32,0,503,639
IMG-20230305-WA0078_jpg.rf.8156be1d6220a23403a1f69f95e076f4.jpg,640,640,happy,0,1,474,492
happy33_jpg.rf.80e95a9d05c3279b36b0912130e1df1a.jpg,640,640,happy,1,9,640,535
IMG-20230302-WA0062_jpg.rf.83a9cc351e1e0471d486ff4f45e99019.jpg,640,640,sad,282,0,640,312
IMG-20230305-WA0057_jpg.rf.834840222fa52cb67e254e0682541828.jpg,640,640,sad,220,0,530,340
IMG-20230221-WA0042_jpg.rf.82adbcf8de394c440fb295c4163c77cc.jpg,640,640,sad,63,9,577,502
20230317_115720_jpg.rf.83e2a214f2761d57c80bd32ce9f98812.jpg,640,640,happy,0,0,180,2
20230317_115720_jpg.rf.83e2a214f2761d57c80bd32ce9f98812.jpg,640,640,happy,224,0,428,288
IMG-20230302-WA0023_jpg.rf.85a91a028cb7986ca8295c57bacb8119.jpg,640,640,happy,228,0,531,323
IMG-20230308-WA0020_jpg.rf.861ab79de5c60ead9f6de8664f799ab5.jpg,640,640,sad,133,126,633,640
IMG-20230302-WA0079_jpg.rf.869ebd85af9b5faee5c7f1846865b15b.jpg,640,640,sad,139,0,476,374
happy45_jpg.rf.86658d180cf26992f3829853c6309a3b.jpg,640,640,happy,34,0,592,549
IMG-20230308-WA0015_jpg.rf.87115c24e105e3c27e0097f7bb732ae9.jpg,640,640,happy,202,183,482,461
20230317_115643_jpg.rf.84162622610f3e8817a69cb1095ffc63.jpg,640,640,sad,232,54,464,393
IMG-20230306-WA0029_jpg.rf.839618b0824a4153b173d9dbaa57f750.jpg,640,640,happy,0,62,69,260
IMG-20230306-WA0029_jpg.rf.839618b0824a4153b173d9dbaa57f750.jpg,640,640,happy,111,120,248,312
IMG-20230306-WA0029_jpg.rf.839618b0824a4153b173d9dbaa57f750.jpg,640,640,happy,305,94,415,290
IMG-20230306-WA0029_jpg.rf.839618b0824a4153b173d9dbaa57f750.jpg,640,640,happy,514,84,635,297
IMG-20230303-WA0005_jpg.rf.8380295a91298d8c80219c9ae67550d8.jpg,640,640,sad,46,3,524,597
20230217_124033_jpg.rf.81ecd3cbb1a24ef1c5beaec078258472.jpg,640,640,sad,179,0,526,260
IMG-20230220-WA0020_jpg.rf.86c59da3b0c396b854ad8703418b00ff.jpg,640,640,sad,228,0,450,220
20230226_103458_jpg.rf.83f85543be2e66d9bca0a84237883294.jpg,640,640,happy,153,132,565,556
IMG-20230312-WA0006_jpg.rf.7bb63099008d2507a820c0486b6d61ff.jpg,640,640,happy,117,114,508,445
20230307_180243_jpg.rf.841af11c47b2e41aa711ccb0d6c738c2.jpg,640,640,happy,253,55,546,420
20230307_180349_jpg.rf.8709dcdab0a2f8d411bbeee1dddfe57c.jpg,640,640,happy,165,33,475,396
IMG-20230223-WA0046_jpg.rf.87412b04e9739a974ba6a8a1ac364d94.jpg,640,640,sad,95,101,502,539
IMG-20230303-WA0011_jpg.rf.8667d5728f296f0bef0a29b2f9924add.jpg,640,640,sad,26,29,490,555
IMG-20230222-WA0013_jpg.rf.89537ca745fb08d3fb3a7fc8836d499f.jpg,640,640,happy,117,0,508,462
IMG-20230308-WA0032_jpg.rf.86b7870b7c62c61409694a0a3d060d26.jpg,640,640,sad,163,105,632,630
IMG-20230220-WA0038-2-_jpg.rf.898394cdff0c45d533a930b1d1560de5.jpg,640,640,happy,214,38,533,345
IMG-20230312-WA0018_jpg.rf.8698a75c54b0d7e8c506bfdfa64b0ae6.jpg,640,640,sad,38,142,634,640
IMG-20230306-WA0034-1-_jpg.rf.87e07bf394458fbc282c6d357e48ee7e.jpg,640,640,happy,80,0,449,396
Sad41_jpg.rf.85b84c0b7616e3a9fd5235e3842b5145.jpg,640,640,sad,99,87,451,445
IMG-20230306-WA0028_jpg.rf.88a2c2fe48846196408b970a68d44113.jpg,640,640,sad,6,93,102,307
IMG-20230306-WA0028_jpg.rf.88a2c2fe48846196408b970a68d44113.jpg,640,640,happy,136,149,283,345
IMG-20230306-WA0028_jpg.rf.88a2c2fe48846196408b970a68d44113.jpg,640,640,sad,297,113,454,324
IMG-20230306-WA0028_jpg.rf.88a2c2fe48846196408b970a68d44113.jpg,640,640,sad,537,75,640,295
IMG-20230221-WA0039_jpg.rf.89f3499f5879e34479b54f80497bb2d9.jpg,640,640,sad,117,0,521,384
IMG-20230312-WA0006_jpg.rf.8a5d2d4072c27c0eeac86e9417c48ef2.jpg,640,640,happy,100,115,545,475
IMG-20230306-WA0031_jpg.rf.8a7da808c6164a98ec649348a3849a26.jpg,640,640,happy,6,63,109,315
IMG-20230306-WA0031_jpg.rf.8a7da808c6164a98ec649348a3849a26.jpg,640,640,happy,119,128,288,358
IMG-20230306-WA0031_jpg.rf.8a7da808c6164a98ec649348a3849a26.jpg,640,640,happy,454,6,640,271
IMG-20230306-WA0031_jpg.rf.8a7da808c6164a98ec649348a3849a26.jpg,640,640,happy,310,48,473,288
IMG-20230305-WA0045_jpg.rf.8b0211ca38b08c348d2a30778099e81a.jpg,640,640,sad,73,2,549,423
IMG-20230305-WA0047_jpg.rf.87d9b58dacd2b7532104f2267ee7323a.jpg,640,640,happy,27,0,571,475
IMG-20230223-WA0049_jpg.rf.88a87e6c3b3ec3e0eec92dddb8520445.jpg,640,640,sad,169,177,417,455
Sad46_jpg.rf.8ba8fc30e9ebb7cff11a9eb341309e30.jpg,640,640,sad,200,228,579,480
IMG-20230305-WA0080_jpg.rf.8c6685a90385059a8e54134d55223d95.jpg,640,640,happy,99,7,515,507
20230217_123903_jpg.rf.890280496ee89f7873f76e526c6c2c7f.jpg,640,640,happy,88,46,395,300
IMG-20230221-WA0110-1-_jpg.rf.8a61a1d371f90ed6c56057cf04259293.jpg,640,640,happy,184,76,524,526
Sad43_jpg.rf.8833f143568f7f9f02f94ec22cc31215.jpg,640,640,sad,145,34,570,450
IMG-20230226-WA0038_jpg.rf.8b24171462268d9180b3cac2990f264d.jpg,640,640,sad,5,135,172,465
IMG-20230226-WA0038_jpg.rf.8b24171462268d9180b3cac2990f264d.jpg,640,640,sad,415,65,639,419
IMG-20230223-WA0015_jpg.rf.8863eb4587505d6b00ebd56a3e026740.jpg,640,640,sad,106,0,518,426
IMG-20230306-WA0038_jpg.rf.8d4eeb7c611fd2543f38cb458a2c8a72.jpg,640,640,sad,157,14,515,447
IMG-20230221-WA0063_jpg.rf.89c9f062773b65b9d42db00ce0b7a811.jpg,640,640,sad,92,1,443,358
IMG-20230308-WA0011_jpg.rf.8d5385a26d8312d7ccd6cb71f14b28d0.jpg,640,640,happy,160,164,493,490
20230307_180306_jpg.rf.8ce783b0a649bbf4a85756809c15ad76.jpg,640,640,happy,235,36,551,402
Sad52_jpg.rf.8c747ca1de7c02bac124c5af53522163.jpg,640,640,sad,115,233,562,549
IMG-20230221-WA0058_jpg.rf.8d46de82577e4b5e62eaaa6e0ef3cff1.jpg,640,640,sad,150,8,452,330
20230307_180310_jpg.rf.8acaa6d573a41b7a602c09c85bb2369b.jpg,640,640,happy,221,101,482,400
IMG-20230301-WA0016_jpg.rf.8b5d6c5fc10f011b09d5820b68d2c92a.jpg,640,640,sad,160,1,625,388
IMG-20230221-WA0141_jpg.rf.8aa11ed0e5f9e288ee7594f7ef100afc.jpg,640,640,sad,232,9,493,300
IMG-20230306-WA0041_jpg.rf.84d9ee5be333f320d3bd30ee20e9d92f.jpg,640,640,happy,122,0,446,463
IMG-20230302-WA0005_jpg.rf.8cb212a13e88ad18233a4ff2c5860e08.jpg,640,640,sad,94,0,490,563
IMG-20230222-WA0003_jpg.rf.8b3afa39e4ac1a8290820ce02f19077f.jpg,640,640,sad,97,0,478,496
IMG-20230226-WA0042_jpg.rf.8e0bebc78083503d0900b15e90771c03.jpg,640,640,happy,80,98,194,298
IMG-20230226-WA0042_jpg.rf.8e0bebc78083503d0900b15e90771c03.jpg,640,640,happy,252,33,354,231
IMG-20230226-WA0042_jpg.rf.8e0bebc78083503d0900b15e90771c03.jpg,640,640,happy,403,94,472,299
IMG-20230226-WA0042_jpg.rf.8e0bebc78083503d0900b15e90771c03.jpg,640,640,happy,464,205,587,416
IMG-20230220-WA0046-39-_jpg.rf.8ec1b97668a5ab3bed7e1902ccc9877f.jpg,640,640,happy,171,0,390,281
IMG-20230302-WA0024_jpg.rf.8c15aa847a41afef74068bd0bc9965dd.jpg,640,640,happy,211,4,436,344
IMG-20230302-WA0007_jpg.rf.8ef3cc87463776edfcf671f83004ed4c.jpg,640,640,happy,89,0,540,551
IMG-20230308-WA0034_jpg.rf.8e30aa67686e29e0c78c3119ac974748.jpg,640,640,sad,135,155,627,640
happy39_jpg.rf.8e2b97092dda87a266f264972688dc71.jpg,640,640,happy,119,111,121,118
happy39_jpg.rf.8e2b97092dda87a266f264972688dc71.jpg,640,640,happy,117,134,325,439
happy27_jpg.rf.8d9fddaa3e68743c9717a869f12ce9d4.jpg,640,640,happy,101,69,542,515
IMG-20230226-WA0047_jpg.rf.8e3611213048af8512f73c5f08891275.jpg,640,640,sad,131,0,511,335
IMG-20230221-WA0100_jpg.rf.900c807c9835ceafc7b0f95bad6ad41b.jpg,640,640,sad,111,16,409,330
20230317_115718_jpg.rf.8f360b71903ba5acb9787afb78860a8b.jpg,640,640,sad,135,10,435,365
Sad29_jpg.rf.8ea48e5da872958feaebb10bbedad3dd.jpg,640,640,sad,32,74,499,463
20230217_124019_jpg.rf.8e4eaf0f5347b4651844df81320d0176.jpg,640,640,happy,144,43,421,272
IMG-20230221-WA0050_jpg.rf.91958e0d50da8d0ad81044bc9e889e32.jpg,640,640,happy,47,4,512,510
IMG-20230220-WA0006_jpg.rf.8ee763bda05579741c6f6d5c8ad2cc9e.jpg,640,640,sad,156,27,438,314
IMG-20230221-WA0052_jpg.rf.907513b559b27a6971239ac0e9b701f9.jpg,640,640,happy,6,1,504,452
IMG-20230306-WA0002_jpg.rf.92fb8a710ee023a4057b5bff84f154bb.jpg,640,640,happy,105,3,396,340
IMG-20230222-WA0012_jpg.rf.923bd1c714b6ef302e6bf22854fec07c.jpg,640,640,sad,121,32,503,501
IMG-20230220-WA0027_jpg.rf.906bbc3328f2e44c8ba59248aa6e8dc7.jpg,640,640,sad,221,46,494,380
IMG-20230226-WA0036_jpg.rf.91e9e66f02a780f467d0aeffc60f70c3.jpg,640,640,sad,220,36,556,298
happy53_jpg.rf.9321e5e6ba7fffd00d6b8aebf67475a8.jpg,640,640,happy,185,203,616,476
IMG-20230308-WA0008_jpg.rf.90f4e245dcf250e073acbe1d612ead18.jpg,640,640,sad,140,171,499,561
IMG-20230223-WA0021_jpg.rf.93cb257c9307efe34c2aa0955ad071d6.jpg,640,640,happy,135,66,516,496
IMG-20230312-WA0018_jpg.rf.918e3196852d1bc574b034789c59970a.jpg,640,640,sad,49,107,640,638
Sad60_jpg.rf.905692144d0350fb270a90b2ce079521.jpg,640,640,sad,115,219,511,504
IMG-20230221-WA0025_jpg.rf.9066b4a127b003c2f48609c27a3ebcb6.jpg,640,640,sad,254,28,546,319
happy55_jpg.rf.91fc6b196c77373f91b4abe058b555bd.jpg,640,640,happy,138,224,542,541
Sad24_jpg.rf.916d4693bc6508d9807e4ce254ded580.jpg,640,640,sad,114,136,490,428
IMG-20230306-WA0042_jpg.rf.9081850cad2e8fde08c8779c33760659.jpg,640,640,happy,168,33,497,471
happy27_jpg.rf.922d0bfc1673a88fc1ccc22c127b8ba8.jpg,640,640,happy,60,79,503,529
Sad42_jpg.rf.94c4ef917e8df22f90b50e18e3f6524b.jpg,640,640,sad,194,94,513,424
happy45_jpg.rf.8fec1474c76bac89e691dfd0599d5043.jpg,640,640,happy,81,14,575,508
20230307_180250_jpg.rf.94be3e08fe3fe925f089b2a01adfeabc.jpg,640,640,happy,231,101,540,459
20230210_121450_jpg.rf.94a7d2838444ac89862f6b3f123fa91a.jpg,640,640,happy,126,17,616,429
IMG-20230226-WA0088_jpg.rf.953443777b91e464c44f28d21b13303c.jpg,640,640,sad,232,72,571,345
IMG-20230301-WA0001_jpg.rf.979b6532ec3e91506df7c533e9957fbe.jpg,640,640,happy,90,0,542,437
Sad21_jpg.rf.9496ce59231f48658a9b0c7fac984c89.jpg,640,640,sad,115,0,571,353
IMG-20230302-WA0072_jpg.rf.961e15ee1617cca1cb74f669efbb7500.jpg,640,640,happy,67,4,521,562
IMG-20230221-WA0081_jpg.rf.97467648b4dd21382711290c89a69ce8.jpg,640,640,happy,31,45,476,492
IMG-20230221-WA0059_jpg.rf.958cabc3f89128b3bc985d98cd333f6b.jpg,640,640,sad,118,0,426,328
IMG-20230220-WA0033_jpg.rf.937e5c8067ce7c6c8bc56ebdf197d1d4.jpg,640,640,happy,205,19,470,386
IMG-20230220-WA0033_jpg.rf.92da447c6d9d610a3d4b354f9715747e.jpg,640,640,happy,144,0,447,356
IMG-20230221-WA0113_jpg.rf.94f0dabeab8afba69c46d1d92156f42d.jpg,640,640,sad,125,0,550,409
IMG-20230306-WA0027_jpg.rf.9590046af6ee1d65336e2ecf51c65861.jpg,640,640,sad,0,79,72,283
IMG-20230306-WA0027_jpg.rf.9590046af6ee1d65336e2ecf51c65861.jpg,640,640,happy,118,125,259,324
IMG-20230306-WA0027_jpg.rf.9590046af6ee1d65336e2ecf51c65861.jpg,640,640,sad,368,75,498,268
IMG-20230306-WA0027_jpg.rf.9590046af6ee1d65336e2ecf51c65861.jpg,640,640,sad,566,27,640,263
IMG-20230220-WA0028_jpg.rf.96a8d5b4b088c5615976c182d4c660e9.jpg,640,640,happy,55,2,412,370
IMG-20230223-WA0028_jpg.rf.9855a288bd87c594557fd13fd85fd5b7.jpg,640,640,sad,114,0,468,352
IMG-20230312-WA0014_jpg.rf.97f00c4d3848838c2a1fbd1237ce46ce.jpg,640,640,sad,16,117,629,546
IMG-20230306-WA0007_jpg.rf.9542bd7dc2f1c09b8dc4142e0f2ba4d7.jpg,640,640,happy,157,0,470,393
IMG-20230301-WA0019-1-_jpg.rf.978224d5d870f8dd2efe9baff03e1366.jpg,640,640,sad,56,0,435,295
IMG-20230221-WA0045_jpg.rf.982bfda6dab5567160b671626b566946.jpg,640,640,sad,225,0,640,400
IMG-20230312-WA0011_jpg.rf.988852112b5e8123b4c4a553001ae03b.jpg,640,640,sad,46,82,585,526
IMG-20230223-WA0048_jpg.rf.97d8430744c89188ccca3b43b7afe455.jpg,640,640,sad,151,98,535,513
IMG-20230220-WA0000_jpg.rf.98f9a832f6bb695043e85ca4a816756b.jpg,640,640,sad,92,7,610,552
IMG-20230221-WA0016_jpg.rf.995f20c3f86612944dd2a5a63ef5f841.jpg,640,640,sad,55,6,488,431
IMG-20230306-WA0029-1-_jpg.rf.9aab3397e209db9199e2b7cb4c50cc82.jpg,640,640,happy,106,2,496,461
IMG-20230220-WA0039-2-_jpg.rf.9b215f84d6c5b08055c9d9736f9fab0a.jpg,640,640,happy,106,0,433,393
IMG-20230305-WA0065_jpg.rf.9beec24607f571ce4d06fda1dad52ce7.jpg,640,640,happy,88,3,515,426
IMG-20230305-WA0053_jpg.rf.9c322a4b66e1472549b87cf7b907a9b6.jpg,640,640,happy,75,0,514,410
IMG-20230220-WA0042-2-_jpg.rf.97f6d7c48772d69452599e40e438d22e.jpg,640,640,happy,117,2,405,335
IMG-20230302-WA0091_jpg.rf.9c48488b23f40f0aaf61aa98db4dc3a9.jpg,640,640,happy,103,0,510,503
IMG-20230305-WA0046_jpg.rf.9799f4122919bb8b64fdd57509f93a34.jpg,640,640,happy,92,6,540,457
IMG-20230220-WA0002_jpg.rf.95d96ff7c7f77f30767fc6263378f697.jpg,640,640,sad,9,1,567,470
IMG-20230301-WA0018-1-_jpg.rf.98f3eacbda57c7dc6168767b2d3f3f20.jpg,640,640,sad,36,1,507,362
20230307_180359_jpg.rf.9d9d735ffda74c86c0761a054c8ebbfb.jpg,640,640,happy,165,98,508,513
20230226_103238_jpg.rf.9c6ffc564e4e67143d22149cf613058e.jpg,640,640,sad,208,130,470,468
IMG-20230223-WA0048_jpg.rf.9c580497b555e444669b5265f8563ff1.jpg,640,640,sad,69,112,494,530
IMG-20230302-WA0088_jpg.rf.98a9d1b1c6685fe666e31e11d3ce7874.jpg,640,640,happy,29,11,526,502
IMG-20230223-WA0023_jpg.rf.9be0ae4be615d70818e20a434a34c529.jpg,640,640,sad,87,153,437,512
happy32_jpg.rf.9a06ffef126d1ca67f10b435ad87b3cb.jpg,640,640,happy,119,77,467,388
IMG-20230221-WA0101_jpg.rf.9b2704200fb5117d3d4d1a79307a61dd.jpg,640,640,happy,137,35,517,435
Sad10_jpg.rf.9dcdb7da51a0d355d0d4b9037a994243.jpg,640,640,sad,180,85,479,350
IMG-20230221-WA0014_jpg.rf.9c3de4c293c31a51cc1efb740cde1c6e.jpg,640,640,sad,205,0,586,379
20230307_180022_01_jpg.rf.99afba87ab1ae92280611d1cf08e0ecf.jpg,640,640,happy,171,148,509,493
IMG-20230222-WA0005_jpg.rf.9be1e8d62afd89839a6147d82afc7e38.jpg,640,640,happy,9,0,506,497
IMG-20230305-WA0076_jpg.rf.9bdc032b3d5e335452d7941235fd178a.jpg,640,640,happy,150,0,557,460
happy47_jpg.rf.9d28b13fa6317ff28ce227d0f3f56d1c.jpg,640,640,happy,99,190,574,534
IMG-20230302-WA0082_jpg.rf.9bfc946643b96a5f09a5f54b1cba6ac1.jpg,640,640,sad,155,3,549,498
